Verkäufe,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
1230,normal,0.123159656,Früchte&Gemüse,110.1544,Supermarkt_Gr.1
1734,normal,0,Früchte&Gemüse,60.2194,Supermarkt_Gr.3
385,niedrig,0.053392944,Gesundheitsartikel,193.8162,Lebensmittelladen
3969,niedrig,0.036715907,Haushaltsartikel,180.0318,Supermarkt_Gr.1
7763,niedrig,0.065236932,Snacks,176.437,Supermarkt_Gr.1
810,normal,0.041947547,Fleisch,41.2112,Supermarkt_Gr.1
1254,niedrig,0.082888496,Dosenware,178.6002,Supermarkt_Gr.2
5715,niedrig,0.055390121,Milchprodukt,195.2768,Supermarkt_Gr.1
1465,normal,0.012194556,Früchte&Gemüse,57.7904,Supermarkt_Gr.1
3251,niedrig,0.060495243,Milchprodukt,169.8106,Supermarkt_Gr.1
4274,normal,0,Gefrorenes,214.3218,Supermarkt_Gr.1
5375,normal,0.014753811,Früchte&Gemüse,231.7958,Supermarkt_Gr.3
1318,niedrig,0.160707489,Früchte&Gemüse,38.019,Supermarkt_Gr.3
2252,normal,0.085622362,Fleisch,119.4124,Supermarkt_Gr.2
1176,normal,0.046350909,Gefrorenes,37.4506,Supermarkt_Gr.1
3523,normal,0.102920886,Früchte&Gemüse,130.4968,Supermarkt_Gr.1
611,niedrig,0.026604781,Snacks,86.2198,Supermarkt_Gr.1
1238,niedrig,0,Dosenware,96.4094,Supermarkt_Gr.1
474,niedrig,0.031860325,Snacks,235.1248,Lebensmittelladen
718,normal,0,Snacks,52.6666,Supermarkt_Gr.3
2581,niedrig,0.021250002,Getränke,150.5024,Supermarkt_Gr.1
2553,niedrig,0.159936948,Gefrorenes,143.2154,Supermarkt_Gr.1
3915,niedrig,0.129503146,Früchte&Gemüse,164.021,Supermarkt_Gr.1
797,normal,0.142688846,Früchte&Gemüse,88.5514,Supermarkt_Gr.1
916,niedrig,0.179484411,Milchprodukt,228.9352,Lebensmittelladen
3260,niedrig,0.089163056,Haushaltsartikel,191.3504,Supermarkt_Gr.1
1678,niedrig,0.105761491,Früchte&Gemüse,84.8908,Supermarkt_Gr.1
3707,normal,0.056960814,Snacks,230.0984,Supermarkt_Gr.1
2954,normal,0.00704098,Cerealien,173.5738,Supermarkt_Gr.1
2653,normal,0.011026594,Snacks,166.4842,Supermarkt_Gr.2
1037,niedrig,0.093203257,Haushaltsartikel,52.7956,Supermarkt_Gr.1
718,niedrig,0.026916794,Andere,50.9666,Supermarkt_Gr.3
426,niedrig,0.035264298,Gesundheitsartikel,86.1224,Supermarkt_Gr.1
6911,niedrig,0.015908424,Brote,231.1668,Supermarkt_Gr.1
3811,niedrig,0.017719277,Gesundheitsartikel,211.02440000000001,Supermarkt_Gr.1
2277,normal,0.035334201,Snacks,115.3518,Supermarkt_Gr.3
49,niedrig,0.065652494,Backwaren,48.9034,Lebensmittelladen
5770,niedrig,0.056919038,Snacks,212.8218,Supermarkt_Gr.1
690,normal,0.048143292,Backwaren,40.2138,Supermarkt_Gr.1
1890,niedrig,0.022047313,Milchprodukt,110.2886,Supermarkt_Gr.1
3196,niedrig,0.090427268,Alkohol,126.2336,Supermarkt_Gr.3
1505,niedrig,0.027779254,Backwaren,150.1708,Supermarkt_Gr.1
711,niedrig,0,Haushaltsartikel,238.3248,Lebensmittelladen
4311,niedrig,0.008033611,Milchprodukt,174.2422,Supermarkt_Gr.2
521,niedrig,0.033088472,Fleisch,175.4738,Supermarkt_Gr.1
830,niedrig,0.160663021,Haushaltsartikel,59.4562,Supermarkt_Gr.1
1571,niedrig,0.178975721,Milchprodukt,155.5288,Supermarkt_Gr.1
2404,normal,0.017627888,Cerealien,239.6538,Supermarkt_Gr.1
84,niedrig,0.0194158,Brote,41.6454,Lebensmittelladen
844,niedrig,0.016993225,Früchte&Gemüse,211.0586,Supermarkt_Gr.1
2940,niedrig,0.027139013,Haushaltsartikel,127.3336,Supermarkt_Gr.1
292,niedrig,0.03777249,Gefrorenes,98.0068,Lebensmittelladen
3260,niedrig,0.036746479,Gefrorenes,181.2976,Supermarkt_Gr.1
3416,normal,0.022460102,Früchte&Gemüse,226.8036,Supermarkt_Gr.1
5625,normal,0,Milchprodukt,256.7672,Supermarkt_Gr.2
6688,niedrig,0.05213575,Gesundheitsartikel,190.1846,Supermarkt_Gr.1
5643,normal,0.062508438,Früchte&Gemüse,227.1062,Supermarkt_Gr.1
4944,niedrig,0.007309544,Fleisch,196.2426,Supermarkt_Gr.2
3135,niedrig,0.015623754,Früchte&Gemüse,182.6266,Supermarkt_Gr.2
797,normal,0.142978223,Früchte&Gemüse,87.4514,Supermarkt_Gr.1
849,niedrig,0.017191055,Milchprodukt,51.535,Supermarkt_Gr.1
39,niedrig,0.143592939,Backwaren,37.3164,Lebensmittelladen
4997,normal,0.011995271,Dosenware,184.5924,Supermarkt_Gr.1
589,normal,0.15717236,Snacks,149.1418,Supermarkt_Gr.1
373,niedrig,0.061393095,Milchprodukt,91.812,Lebensmittelladen
155,normal,0.264124669,Fleisch,155.7314,Lebensmittelladen
3039,niedrig,0.020310045999999998,Getränke,218.0508,Supermarkt_Gr.1
1587,niedrig,0.054630834,Gesundheitsartikel,200.2084,Supermarkt_Gr.1
687,normal,0.052517969,Gefrorenes,115.4176,Supermarkt_Gr.1
1929,normal,0.047565208,Milchprodukt,213.4876,Supermarkt_Gr.1
3601,niedrig,0.060797393,Cerealien,223.8404,Supermarkt_Gr.1
2181,niedrig,0.041291169,Cerealien,180.7634,Supermarkt_Gr.1
3428,niedrig,0.022604051,Früchte&Gemüse,181.4318,Supermarkt_Gr.1
623,normal,0.056580228,Brote,105.6648,Supermarkt_Gr.1
2133,niedrig,0.164196823,Haushaltsartikel,120.5124,Supermarkt_Gr.1
3402,niedrig,0.022976497,Gefrorenes,261.6594,Supermarkt_Gr.2
1290,niedrig,0.027310252,Früchte&Gemüse,101.0042,Supermarkt_Gr.1
51,normal,0.141975462,Snacks,49.6008,Lebensmittelladen
791,niedrig,0,Milchprodukt,45.9428,Supermarkt_Gr.1
3148,niedrig,0.01619866,Gesundheitsartikel,129.2626,Supermarkt_Gr.1
2487,niedrig,0.014205168,Haushaltsartikel,56.7614,Supermarkt_Gr.3
1140,niedrig,0.09344495,Backwaren,141.0812,Supermarkt_Gr.1
1816,normal,0.019199733,Gefrorenes,84.3592,Supermarkt_Gr.1
200,normal,0.154120252,Dosenware,51.935,Supermarkt_Gr.2
979,niedrig,0.089004389,Gefrorenes,196.7452,Supermarkt_Gr.1
2683,normal,0.011117041,Snacks,85.854,Supermarkt_Gr.1
2898,niedrig,0.103422709,Haushaltsartikel,169.9448,Supermarkt_Gr.1
9158,niedrig,0.089035961,Milchprodukt,260.5594,Supermarkt_Gr.3
1957,normal,0.102723919,Dosenware,93.212,Supermarkt_Gr.1
1296,normal,0.024733134,Getränke,40.2822,Supermarkt_Gr.3
2529,niedrig,0.044871033,Gesundheitsartikel,140.3838,Supermarkt_Gr.1
284,niedrig,0.029760052,Früchte&Gemüse,38.7138,Supermarkt_Gr.1
759,niedrig,0.078999287,Dosenware,38.6506,Supermarkt_Gr.1
1788,niedrig,0.020870744,Milchprodukt,117.3782,Supermarkt_Gr.1
2432,niedrig,0.031599715,Haushaltsartikel,111.3228,Supermarkt_Gr.1
4466,niedrig,0.042413704000000003,Milchprodukt,173.1764,Supermarkt_Gr.2
2049,niedrig,0.072284689,Gefrorenes,119.9098,Supermarkt_Gr.1
1941,niedrig,0.009984847,Haushaltsartikel,175.437,Supermarkt_Gr.1
2067,niedrig,0.052852621,Gefrorenes,88.783,Supermarkt_Gr.1
2663,niedrig,0.014660821,Backwaren,85.125,Supermarkt_Gr.1
1147,normal,0.076354362,Gefrorenes,192.1846,Supermarkt_Gr.2
3449,niedrig,0.076709639,Haushaltsartikel,247.846,Supermarkt_Gr.1
1666,niedrig,0.005677876,Backwaren,184.8924,Supermarkt_Gr.1
8115,niedrig,0,Früchte&Gemüse,184.7266,Supermarkt_Gr.3
1714,normal,0.012282366,Snacks,132.5284,Supermarkt_Gr.1
811,niedrig,0.026681262,Dosenware,56.4246,Supermarkt_Gr.1
1193,niedrig,0.127541722,Gefrorenes,84.9224,Supermarkt_Gr.1
857,niedrig,0.119513002,Haushaltsartikel,93.4094,Supermarkt_Gr.1
166,niedrig,0.054463442,Fleisch,163.8842,Lebensmittelladen
1058,normal,0,Backwaren,151.3366,Supermarkt_Gr.1
2205,niedrig,0.015756784,Haushaltsartikel,185.0608,Supermarkt_Gr.1
2940,normal,0.010907967,Snacks,182.3608,Supermarkt_Gr.1
3047,niedrig,0.07543556,Alkohol,235.8616,Supermarkt_Gr.1
3328,niedrig,0,Gefrorenes,196.8452,Supermarkt_Gr.1
521,niedrig,0.115194717,Dosenware,258.3278,Lebensmittelladen
2999,niedrig,0.066922802,Snacks,174.837,Supermarkt_Gr.1
2113,niedrig,0.064636203,Backwaren,90.0804,Supermarkt_Gr.3
943,niedrig,0.103195401,Früchte&Gemüse,117.8466,Supermarkt_Gr.1
75,niedrig,0.13121032,Milchprodukt,74.0354,Lebensmittelladen
1582,niedrig,0.035747522,Früchte&Gemüse,133.6284,Supermarkt_Gr.1
38,normal,0.192650072,Gefrorenes,37.4506,Lebensmittelladen
152,niedrig,0.098031771,Gesundheitsartikel,151.3024,Lebensmittelladen
3486,normal,0.030118338,Brote,248.8092,Supermarkt_Gr.3
4262,niedrig,0.016201845,Haushaltsartikel,195.2478,Supermarkt_Gr.1
731,niedrig,0.05837308,Snacks,243.9828,Lebensmittelladen
1399,niedrig,0.087652908,Früchte&Gemüse,128.8678,Supermarkt_Gr.1
2337,normal,0.065999008,Snacks,177.966,Supermarkt_Gr.1
2349,niedrig,0.088750333,Gefrorenes,196.5452,Supermarkt_Gr.1
7095,normal,0.100277876,Früchte&Gemüse,196.8768,Supermarkt_Gr.3
1055,normal,0.099252438,Gefrorenes,87.4856,Supermarkt_Gr.1
1298,niedrig,0,Haushaltsartikel,127.831,Supermarkt_Gr.1
2330,niedrig,0,Haushaltsartikel,117.815,Supermarkt_Gr.1
4585,niedrig,0.026384672,Gefrorenes,208.9954,Supermarkt_Gr.1
527,niedrig,0.228993134,Milchprodukt,263.4568,Lebensmittelladen
1870,normal,0.065431917,Milchprodukt,76.1986,Supermarkt_Gr.1
2876,niedrig,0.026749991,Gefrorenes,106.928,Supermarkt_Gr.3
407,niedrig,0,Backwaren,43.6744,Supermarkt_Gr.2
2190,normal,0.043333912,Früchte&Gemüse,201.0742,Supermarkt_Gr.2
1604,niedrig,0.089656812,Gesundheitsartikel,144.0102,Supermarkt_Gr.1
2013,niedrig,0.039954281,Andere,82.4908,Supermarkt_Gr.1
96,niedrig,0.087854925,Getränke,95.9752,Lebensmittelladen
775,niedrig,0.149404057,Frühstücksartikel,192.8478,Lebensmittelladen
2404,niedrig,0.0268952,Fleisch,128.402,Supermarkt_Gr.1
4380,niedrig,0.065857092,Gefrorenes,258.5646,Supermarkt_Gr.2
220,niedrig,0.161817014,Früchte&Gemüse,37.819,Supermarkt_Gr.1
729,normal,0.082197959,Backwaren,49.2034,Supermarkt_Gr.1
1394,niedrig,0.015335349,Alkohol,106.6938,Supermarkt_Gr.1
5262,niedrig,0.00599072,Haushaltsartikel,163.6526,Supermarkt_Gr.1
373,niedrig,0.013898123,Getränke,46.506,Supermarkt_Gr.2
3274,normal,0.078912473,Backwaren,99.9042,Supermarkt_Gr.3
5344,niedrig,0.059776237,Haushaltsartikel,231.7642,Supermarkt_Gr.3
304,normal,0,Gefrorenes,39.7506,Supermarkt_Gr.1
314,niedrig,0.297883712,Milchprodukt,156.7288,Lebensmittelladen
276,niedrig,0.022059594,Haushaltsartikel,56.0614,Lebensmittelladen
721,niedrig,0.03532494,Früchte&Gemüse,38.9506,Supermarkt_Gr.1
3467,niedrig,0.124967595,Haushaltsartikel,112.7544,Supermarkt_Gr.1
5417,normal,0.062411404,Früchte&Gemüse,225.9062,Supermarkt_Gr.1
284,niedrig,0.032754431,Gesundheitsartikel,140.5154,Supermarkt_Gr.2
324,niedrig,0.160178832,Haushaltsartikel,160.2894,Lebensmittelladen
5207,normal,0.104035148,Früchte&Gemüse,227.772,Supermarkt_Gr.1
2503,niedrig,0.06390019,Gefrorenes,157.263,Supermarkt_Gr.1
1961,normal,0.062648111,Gefrorenes,104.899,Supermarkt_Gr.1
370,niedrig,0.111685868,Andere,184.7924,Lebensmittelladen
96,niedrig,0.233039817,Dosenware,49.5376,Lebensmittelladen
3300,niedrig,0.17824575,Milchprodukt,158.1288,Supermarkt_Gr.1
2685,niedrig,0.140241213,Gefrorenes,150.2392,Supermarkt_Gr.1
2085,niedrig,0,Früchte&Gemüse,173.3738,Supermarkt_Gr.1
2210,niedrig,0.033935576,Gefrorenes,221.9456,Supermarkt_Gr.1
2187,normal,0.016516275,Früchte&Gemüse,47.4034,Supermarkt_Gr.3
1050,niedrig,0.026537206,Gefrorenes,57.2614,Supermarkt_Gr.1
2720,niedrig,0.015673267,Andere,145.047,Supermarkt_Gr.1
57,niedrig,0.089083914,Früchte&Gemüse,54.593,Lebensmittelladen
232,niedrig,0.131152799,Backwaren,78.6328,Supermarkt_Gr.1
5735,normal,0.083109455,Dosenware,195.8426,Supermarkt_Gr.3
1398,niedrig,0.045818773,Gefrorenes,138.718,Supermarkt_Gr.1
1531,niedrig,0.044869794,Getränke,76.467,Supermarkt_Gr.1
320,normal,0,Dosenware,160.692,Lebensmittelladen
634,normal,0.04605781,Milchprodukt,43.8744,Supermarkt_Gr.1
1015,niedrig,0.030815427,Gefrorenes,252.0698,Lebensmittelladen
2095,niedrig,0.01806055,Gesundheitsartikel,97.0094,Supermarkt_Gr.1
2386,normal,0.035205866,Früchte&Gemüse,171.3448,Supermarkt_Gr.1
781,normal,0.076705948,Snacks,34.7558,Supermarkt_Gr.1
1694,niedrig,0.089677773,Dosenware,139.8496,Supermarkt_Gr.1
334,niedrig,0.132327406,Milchprodukt,168.4158,Lebensmittelladen
1342,normal,0.065520388,Fleisch,168.3816,Supermarkt_Gr.1
4916,niedrig,0.012518707,Früchte&Gemüse,190.6872,Supermarkt_Gr.1
1758,normal,0.050353695,Dosenware,78.696,Supermarkt_Gr.1
1638,niedrig,0.110762642,Andere,108.5912,Supermarkt_Gr.3
1748,niedrig,0.045050674,Snacks,84.925,Supermarkt_Gr.3
2876,niedrig,0.083016832,Milchprodukt,193.4504,Supermarkt_Gr.1
1967,normal,0,Früchte&Gemüse,139.9838,Supermarkt_Gr.1
959,niedrig,0.023983258,Getränke,106.328,Supermarkt_Gr.2
81,niedrig,0.075836522,Milchprodukt,40.2138,Lebensmittelladen
1238,normal,0.100330684,Früchte&Gemüse,123.4388,Supermarkt_Gr.1
320,niedrig,0.051778173,Snacks,157.892,Lebensmittelladen
4418,normal,0.022970468,Snacks,211.0928,Supermarkt_Gr.1
2864,niedrig,0.066014596,Alkohol,259.7278,Supermarkt_Gr.1
1846,normal,0.07429945,Snacks,264.9568,Supermarkt_Gr.1
1562,normal,0.131128467,Frühstücksartikel,93.1804,Supermarkt_Gr.1
3848,normal,0.014816356,Milchprodukt,194.1162,Supermarkt_Gr.1
2097,niedrig,0.049318315,Früchte&Gemüse,149.005,Supermarkt_Gr.1
639,normal,0.017960492,Snacks,81.596,Supermarkt_Gr.1
559,niedrig,0.035801238,Gesundheitsartikel,92.612,Supermarkt_Gr.2
2770,normal,0.038606365,Snacks,146.5102,Supermarkt_Gr.1
296,niedrig,0.008871687,Gefrorenes,99.7384,Supermarkt_Gr.2
38,niedrig,0.125793938,Alkohol,36.2506,Lebensmittelladen
1267,niedrig,0.058369013,Snacks,115.2834,Supermarkt_Gr.2
354,normal,0,Getränke,39.3822,Supermarkt_Gr.1
1119,niedrig,0.073269336,Getränke,92.112,Supermarkt_Gr.1
4655,niedrig,0.049677651,Früchte&Gemüse,245.9144,Supermarkt_Gr.1
1547,niedrig,0.031470832,Haushaltsartikel,110.2228,Supermarkt_Gr.1
1045,normal,0.024579432,Fleisch,105.3306,Supermarkt_Gr.1
276,normal,0.131665479,Frühstücksartikel,91.8804,Supermarkt_Gr.1
2735,niedrig,0.015523707,Gefrorenes,212.0928,Supermarkt_Gr.2
348,niedrig,0.122475364,Früchte&Gemüse,175.5738,Supermarkt_Gr.1
3817,niedrig,0.107891398,Snacks,182.7634,Supermarkt_Gr.1
1906,niedrig,0.128065918,Snacks,104.3622,Supermarkt_Gr.1
666,niedrig,0.045361705,Snacks,83.825,Supermarkt_Gr.1
2325,niedrig,0.090390357,Andere,192.1478,Supermarkt_Gr.1
3205,niedrig,0.087029712,Früchte&Gemüse,109.2228,Supermarkt_Gr.3
2102,niedrig,0.052054819,Gesundheitsartikel,189.1846,Supermarkt_Gr.1
1822,niedrig,0.051952573,Haushaltsartikel,152.3024,Supermarkt_Gr.1
3643,normal,0.050786366,Dosenware,152.2024,Supermarkt_Gr.1
2943,niedrig,0.067141355,Haushaltsartikel,114.586,Supermarkt_Gr.1
587,normal,0.121485195,Backwaren,40.2454,Supermarkt_Gr.1
2886,niedrig,0.080640478,Haushaltsartikel,167.779,Supermarkt_Gr.1
2224,niedrig,0.037699254,Früchte&Gemüse,110.2886,Supermarkt_Gr.1
487,niedrig,0,Gefrorenes,123.2414,Supermarkt_Gr.2
5770,niedrig,0.034501405,Haushaltsartikel,211.7218,Supermarkt_Gr.1
1414,niedrig,0.053795154,Snacks,117.7466,Supermarkt_Gr.3
5503,niedrig,0.044004675,Getränke,188.853,Supermarkt_Gr.1
2182,niedrig,0,Backwaren,76.8354,Supermarkt_Gr.1
1566,niedrig,0.121250374,Snacks,193.9452,Supermarkt_Gr.1
1055,niedrig,0,Fleisch,115.1808,Supermarkt_Gr.2
1668,niedrig,0.100230114,Gefrorenes,112.9886,Supermarkt_Gr.1
2812,niedrig,0.167383061,Haushaltsartikel,175.6712,Supermarkt_Gr.1
489,normal,0.034404732,Backwaren,98.1726,Supermarkt_Gr.1
2866,niedrig,0.082719632,Dosenware,179.3002,Supermarkt_Gr.1
1666,niedrig,0.041913535,Snacks,90.7462,Supermarkt_Gr.1
2694,niedrig,0.0132043,Haushaltsartikel,143.8154,Supermarkt_Gr.1
1556,niedrig,0.041105789,Dosenware,83.4934,Supermarkt_Gr.1
3836,niedrig,0.14110620199999999,Cerealien,87.9172,Supermarkt_Gr.3
543,niedrig,0.036463975,Snacks,90.7488,Supermarkt_Gr.1
1951,niedrig,0.01946418,Gesundheitsartikel,196.3794,Supermarkt_Gr.1
178,normal,0,Snacks,57.3562,Supermarkt_Gr.1
1035,niedrig,0.123086812,Cerealien,206.9638,Supermarkt_Gr.1
949,normal,0.105646853,Früchte&Gemüse,42.8796,Supermarkt_Gr.1
1284,normal,0.118149377,Snacks,160.5578,Supermarkt_Gr.1
485,niedrig,0.046545786,Alkohol,59.9878,Supermarkt_Gr.1
935,normal,0.065009745,Milchprodukt,79.5986,Supermarkt_Gr.1
535,normal,0.016630303,Früchte&Gemüse,48.1034,Supermarkt_Gr.1
879,normal,0.134532392,Dosenware,39.448,Supermarkt_Gr.1
1333,niedrig,0.083133128,Backwaren,120.1756,Supermarkt_Gr.1
3561,niedrig,0.039428167,Haushaltsartikel,127.9678,Supermarkt_Gr.2
648,niedrig,0,Backwaren,93.1462,Supermarkt_Gr.2
4994,niedrig,0.034823127,Milchprodukt,248.675,Supermarkt_Gr.1
1692,niedrig,0.148492521,Früchte&Gemüse,240.6854,Supermarkt_Gr.1
1696,normal,0.065901299,Früchte&Gemüse,188.7214,Supermarkt_Gr.2
4043,normal,0.041622264,Früchte&Gemüse,124.0072,Supermarkt_Gr.1
4764,niedrig,0.064933297,Snacks,174.837,Supermarkt_Gr.3
1641,normal,0.0945493,Frühstücksartikel,102.6332,Supermarkt_Gr.1
1289,niedrig,0.107076832,Getränke,58.7904,Supermarkt_Gr.3
2335,niedrig,0.128674983,Früchte&Gemüse,112.3886,Supermarkt_Gr.1
2207,niedrig,0.188322664,Dosenware,148.5418,Supermarkt_Gr.2
437,normal,0,Gefrorenes,145.2102,Lebensmittelladen
2370,niedrig,0.052025392,Snacks,118.4124,Supermarkt_Gr.1
5087,normal,0.065316099,Früchte&Gemüse,189.9214,Supermarkt_Gr.3
103,normal,0.01516265,Dosenware,101.899,Lebensmittelladen
4698,normal,0.053584207,Früchte&Gemüse,224.4088,Supermarkt_Gr.1
2407,normal,0.020989132,Snacks,158.6578,Supermarkt_Gr.1
5737,normal,0.144017405,Milchprodukt,238.3222,Supermarkt_Gr.1
7193,niedrig,0.115978122,Snacks,183.4266,Supermarkt_Gr.3
6611,niedrig,0.081465335,Fleisch,220.7798,Supermarkt_Gr.2
3246,niedrig,0.041177505,Snacks,142.3496,Supermarkt_Gr.1
1262,niedrig,0.042352822,Milchprodukt,51.6982,Supermarkt_Gr.2
1758,niedrig,0.074541867,Haushaltsartikel,94.1462,Supermarkt_Gr.2
4673,normal,0.18454121,Dosenware,211.5902,Supermarkt_Gr.1
3775,niedrig,0.114160573,Haushaltsartikel,253.1724,Supermarkt_Gr.1
2479,niedrig,0.175352413,Getränke,147.4102,Supermarkt_Gr.1
3067,normal,0.083590755,Gefrorenes,182.2318,Supermarkt_Gr.1
3282,normal,0.029471408,Snacks,105.4622,Supermarkt_Gr.1
1087,normal,0.028282832,Früchte&Gemüse,46.2744,Supermarkt_Gr.1
230,niedrig,0,Früchte&Gemüse,46.5402,Lebensmittelladen
1528,normal,0.008208342,Dosenware,102.8674,Supermarkt_Gr.1
1991,niedrig,0.03334929,Milchprodukt,155.034,Supermarkt_Gr.2
869,niedrig,0.076060037,Früchte&Gemüse,95.141,Supermarkt_Gr.1
1230,niedrig,0.014301326,Haushaltsartikel,103.0332,Supermarkt_Gr.1
939,normal,0.074931201,Früchte&Gemüse,187.6556,Supermarkt_Gr.2
4195,niedrig,0.080131363,Milchprodukt,234.03,Supermarkt_Gr.2
1166,niedrig,0.167444431,Haushaltsartikel,194.6136,Supermarkt_Gr.1
5764,normal,0.03033748,Snacks,222.9114,Supermarkt_Gr.1
114,niedrig,0.04874969,Früchte&Gemüse,37.5506,Supermarkt_Gr.1
7444,niedrig,0.014788594,Cerealien,174.408,Supermarkt_Gr.3
3057,niedrig,0.111298111,Früchte&Gemüse,191.7846,Supermarkt_Gr.1
3579,normal,0.05268526,Dosenware,83.3224,Supermarkt_Gr.1
1522,niedrig,0.018485511,Gefrorenes,253.1698,Supermarkt_Gr.2
450,niedrig,0.184689756,Haushaltsartikel,35.4216,Supermarkt_Gr.1
607,normal,0.064153845,Früchte&Gemüse,76.9012,Supermarkt_Gr.1
1326,niedrig,0.092516598,Brote,120.1098,Supermarkt_Gr.1
1270,normal,0.104245198,Dosenware,105.3622,Supermarkt_Gr.1
1108,normal,0.041779181,Fleisch,43.4112,Supermarkt_Gr.3
3542,niedrig,0.07226985,Alkohol,254.104,Supermarkt_Gr.2
1534,normal,0.179806961,Fleisch,95.2752,Supermarkt_Gr.2
1308,niedrig,0.044995631,Milchprodukt,89.2198,Supermarkt_Gr.1
1471,niedrig,0.053523765,Früchte&Gemüse,55.393,Supermarkt_Gr.1
1240,niedrig,0.041459372,Haushaltsartikel,89.6514,Supermarkt_Gr.2
3896,niedrig,0.036234918,Gesundheitsartikel,175.3028,Supermarkt_Gr.1
1496,normal,0.105445801,Gefrorenes,214.4218,Supermarkt_Gr.2
3461,niedrig,0,Gesundheitsartikel,151.6708,Supermarkt_Gr.1
2871,normal,0.05997133,Früchte&Gemüse,132.1968,Supermarkt_Gr.2
1260,normal,0.075595405,Milchprodukt,114.7176,Supermarkt_Gr.1
177,normal,0.210375806,Früchte&Gemüse,178.2028,Lebensmittelladen
799,niedrig,0.059341019,Snacks,99.77,Supermarkt_Gr.1
3186,normal,0.18520944,Dosenware,212.9902,Supermarkt_Gr.1
1488,niedrig,0.098566832,Fleisch,98.3042,Supermarkt_Gr.1
5159,niedrig,0.11084417,Früchte&Gemüse,189.2846,Supermarkt_Gr.1
5954,niedrig,0.0350152,Snacks,182.0318,Supermarkt_Gr.3
4501,normal,0.023567538,Fleisch,226.8404,Supermarkt_Gr.1
122,niedrig,0,Früchte&Gemüse,123.0414,Lebensmittelladen
4318,normal,0.04792722,Früchte&Gemüse,185.9556,Supermarkt_Gr.1
3456,niedrig,0.036207786,Milchprodukt,121.0782,Supermarkt_Gr.1
1660,niedrig,0.044377096,Früchte&Gemüse,185.8266,Supermarkt_Gr.1
759,niedrig,0.034742632,Haushaltsartikel,127.402,Supermarkt_Gr.1
4974,normal,0.116915909,Snacks,159.4578,Supermarkt_Gr.3
1708,normal,0.062979148,Backwaren,87.983,Supermarkt_Gr.1
7489,normal,0.068604503,Früchte&Gemüse,197.3768,Supermarkt_Gr.3
2489,niedrig,0.03294861,Haushaltsartikel,116.8124,Supermarkt_Gr.3
2816,niedrig,0.007450258,Haushaltsartikel,186.7556,Supermarkt_Gr.1
2954,niedrig,0.093027718,Gesundheitsartikel,101.4674,Supermarkt_Gr.1
761,niedrig,0.164864915,Haushaltsartikel,255.2698,Lebensmittelladen
593,normal,0.083498083,Dosenware,199.4426,Supermarkt_Gr.1
1298,niedrig,0.014522363,Getränke,50.2324,Supermarkt_Gr.3
1151,niedrig,0.025963795,Haushaltsartikel,46.3376,Supermarkt_Gr.1
3073,niedrig,0.019012262,Gesundheitsartikel,237.159,Supermarkt_Gr.1
3260,niedrig,0.059393919,Haushaltsartikel,181.7976,Supermarkt_Gr.1
2756,niedrig,0.027212058,Dosenware,152.734,Supermarkt_Gr.1
2930,niedrig,0.013263968,Dosenware,106.9254,Supermarkt_Gr.1
97,normal,0.079113947,Snacks,99.2068,Lebensmittelladen
1545,niedrig,0.03020851,Gesundheitsartikel,153.1656,Supermarkt_Gr.1
3166,normal,0.049634817,Fleisch,212.5586,Supermarkt_Gr.1
1619,niedrig,0.047187038,Backwaren,100.6016,Supermarkt_Gr.1
387,niedrig,0.066681333,Haushaltsartikel,194.4478,Supermarkt_Gr.1
415,niedrig,0.185218446,Haushaltsartikel,36.3216,Supermarkt_Gr.1
226,niedrig,0.162462044,Milchprodukt,55.893,Lebensmittelladen
1268,niedrig,0.031273559,Fisch&Meeresfrüchte,160.0604,Supermarkt_Gr.1
1594,niedrig,0.042836778,Milchprodukt,175.8028,Supermarkt_Gr.1
586,niedrig,0.114127418,Milchprodukt,147.176,Lebensmittelladen
3745,normal,0.14689586600000001,Fisch&Meeresfrüchte,149.605,Supermarkt_Gr.2
1811,niedrig,0.013420879,Andere,104.828,Supermarkt_Gr.2
2358,niedrig,0.026181893,Früchte&Gemüse,167.0474,Supermarkt_Gr.1
146,niedrig,0.012184999,Gesundheitsartikel,50.3034,Supermarkt_Gr.1
555,niedrig,0.026428924,Gefrorenes,78.2302,Supermarkt_Gr.2
3499,normal,0.045243613,Milchprodukt,146.8102,Supermarkt_Gr.3
1780,normal,0,Gefrorenes,127.3678,Supermarkt_Gr.1
2567,normal,0.076790922,Gefrorenes,172.1106,Supermarkt_Gr.3
1230,normal,0.045950475,Snacks,38.2848,Supermarkt_Gr.1
919,normal,0.133673087,Dosenware,41.548,Supermarkt_Gr.3
3080,niedrig,0.060252433,Milchprodukt,170.7106,Supermarkt_Gr.3
744,normal,0.082529704,Gefrorenes,56.9588,Supermarkt_Gr.1
716,niedrig,0.082552214,Dosenware,179.8002,Supermarkt_Gr.1
5113,niedrig,0.089272253,Snacks,254.7672,Supermarkt_Gr.1
887,normal,0.072541731,Milchprodukt,48.5692,Supermarkt_Gr.1
1040,normal,0.017536671,Fleisch,45.5718,Supermarkt_Gr.1
4554,niedrig,0.072088552,Alkohol,253.704,Supermarkt_Gr.1
1808,niedrig,0.092781435,Brote,119.7098,Supermarkt_Gr.1
